SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,2829 Steiner St #2,San Francisco,CA,94123,2149000,2,2.5,San Francisco,1454,3025,1956,4,1478,558,Active,March-5-2023 02:00 PM,March-5-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/2829-Steiner-St-94123/unit-2/home/12173624,San Francisco MLS,422713172,N,Y,37.7954349,-122.4371469
MLS Listing,,Condo/Co-op,624 - 626 Castro St #626,San Francisco,CA,94114,1795000,3,1.5,San Francisco,1746,3624,1925,4,1028,325,Active,,,https://www.redfin.com/CA/San-Francisco/624-Castro-St-94114/unit-626/home/184479921,San Francisco MLS,423722923,N,Y,37.7587723,-122.4352023
MLS Listing,,Multi-Family (2-4 Unit),261 17th Ave,San Francisco,CA,94121,2998888,5,4.5,San Francisco,3560,3000,1998,4,842,,Active,March-4-2023 02:00 PM,March-4-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/261-17th-Ave-94121/home/1764932,San Francisco MLS,423723484,N,Y,37.7831081,-122.4766875
MLS Listing,,Multi-Family (5+ Unit),1454 South Van Ness Ave,San Francisco,CA,94110,4790000,15,8.0,San Francisco,5697,2844,1960,5,841,,Active,,,https://www.redfin.com/CA/San-Francisco/1454-S-Van-Ness-Ave-94110/home/1265411,San Francisco MLS,423723518,N,Y,37.7498902,-122.4163976
MLS Listing,,Condo/Co-op,1515 15th St #510,San Francisco,CA,94103,1195000,2,1.0,San Francisco,946,14125,2014,5,1263,678,Active,,,https://www.redfin.com/CA/San-Francisco/1515-15th-St-94103/unit-510/home/110051850,San Francisco MLS,423723105,N,Y,37.7665977,-122.4181501
MLS Listing,,Condo/Co-op,950 Tennessee St #317,San Francisco,CA,94107,579000,0,1.0,San Francisco,432,,2020,5,1340,436,Active,,,https://www.redfin.com/CA/San-Francisco/950-Tennessee-St-94107/unit-317/home/169789925,San Francisco MLS,423723442,N,Y,37.7596747,-122.3898245
MLS Listing,,Multi-Family (2-4 Unit),1156 - 1158 Geneva Ave,San Francisco,CA,94112,925000,2,,San Francisco,1950,2495,1925,5,474,,Active,,,https://www.redfin.com/CA/San-Francisco/1156-Geneva-Ave-94112/home/184475821,San Francisco MLS,423723403,N,Y,37.7143069,-122.4370947
MLS Listing,,Single Family Residential,1473 Hudson Ave,San Francisco,CA,94124,1595000,4,4.0,San Francisco,2745,2996,1933,5,581,,Active,,,https://www.redfin.com/CA/San-Francisco/1473-Hudson-Ave-94124/home/1293132,San Francisco MLS,423723451,N,Y,37.7385214,-122.3859962
MLS Listing,,Condo/Co-op,1415 San Bruno Ave Unit A,San Francisco,CA,94110,1199000,2,2.0,San Francisco,1116,2495,1900,5,1074,150,Active,,,https://www.redfin.com/CA/San-Francisco/1415-San-Bruno-Ave-94110/unit-A/home/180410694,San Francisco MLS,423723262,N,Y,37.7514017,-122.4039969
MLS Listing,,Condo/Co-op,1415 San Bruno Ave,San Francisco,CA,94110,1299000,3,2.0,San Francisco,1126,2495,1900,5,1154,150,Active,,,https://www.redfin.com/CA/San-Francisco/1415-San-Bruno-Ave-94110/home/1928725,San Francisco MLS,423723286,N,Y,37.7514017,-122.4039969
MLS Listing,,Condo/Co-op,88 King St #124,San Francisco,CA,94107,1299000,2,2.5,San Francisco,1362,82157,2000,5,954,1216,Active,,,https://www.redfin.com/CA/San-Francisco/88-King-St-94107/unit-124/home/1762005,San Francisco MLS,423719195,N,Y,37.7806052,-122.3892138
MLS Listing,,Condo/Co-op,1583 Dolores St,San Francisco,CA,94110,1349000,2,1.0,San Francisco,1432,2500,1900,5,942,318,Active,March-5-2023 02:00 PM,March-5-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/1583-Dolores-St-94110/home/40138922,San Francisco MLS,423719199,N,Y,37.7441347,-122.4240961
MLS Listing,,Single Family Residential,1457 Hudson Ave,San Francisco,CA,94124,1599999,5,3.0,SAN FRANCISCO,1785,2996,1912,5,896,,Active,,,https://www.redfin.com/CA/San-Francisco/1457-Hudson-Ave-94124/home/1993648,MLSListings,ML81919730,N,Y,37.7383794,-122.3857307
MLS Listing,,Single Family Residential,559 Texas St,San Francisco,CA,94107,998000,0,1.0,San Francisco,1050,2495,1900,5,950,,Active,,,https://www.redfin.com/CA/San-Francisco/559-Texas-St-94107/home/2034431,San Francisco MLS,423723356,N,Y,37.7593192,-122.3950135
MLS Listing,,Single Family Residential,525 Gennessee St,San Francisco,CA,94127,1859000,4,3.0,San Francisco,1950,2500,1926,5,953,,Active,,,https://www.redfin.com/CA/San-Francisco/525-Gennessee-St-94127/home/1334574,San Francisco MLS,422713096,N,Y,37.7327349,-122.4513793
MLS Listing,,Single Family Residential,1355 35th Ave,San Francisco,CA,94122,1799000,6,4.0,San Francisco,2445,2996,1927,5,736,,Active,,,https://www.redfin.com/CA/San-Francisco/1355-35th-Ave-94122/home/1765532,San Francisco MLS,423723367,N,Y,37.761764,-122.4945068
MLS Listing,,Multi-Family (2-4 Unit),1927 - 1929 Taraval St,San Francisco,CA,94116,1980000,4,,San Francisco,4812,2500,1987,5,411,,Active,,,https://www.redfin.com/CA/San-Francisco/1927-Taraval-St-94116/home/40540179,San Francisco MLS,422708464,N,Y,37.7423992,-122.4869389
MLS Listing,,Condo/Co-op,2242 Judah St,San Francisco,CA,94122,1200000,3,2.0,San Francisco,,1873,1945,5,,,Active,March-4-2023 01:00 PM,March-4-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/2242-Judah-St-94122/home/184473796,San Francisco MLS,423723334,N,Y,37.7614636,-122.4862766
MLS Listing,,Single Family Residential,156 Moffitt St,San Francisco,CA,94131,995000,3,1.0,San Francisco,987,2500,1950,5,1008,,Active,,,https://www.redfin.com/CA/San-Francisco/156-Moffitt-St-94131/home/844913,San Francisco MLS,423723285,N,Y,37.7380012,-122.4335968
MLS Listing,,Multi-Family (5+ Unit),225 Downey St,San Francisco,CA,94117,2400000,5,,San Francisco,4752,2000,1911,5,505,,Active,,,https://www.redfin.com/CA/San-Francisco/225-Downey-St-94117/home/1732137,San Francisco MLS,423723288,N,Y,37.7649,-122.4468786
MLS Listing,,Single Family Residential,132 Britton St,San Francisco,CA,94134,998888,3,1.0,SAN FRANCISCO,1866,4153,1923,5,535,,Active,March-1-2023 03:00 PM,March-1-2023 05:00 PM,https://www.redfin.com/CA/San-Francisco/132-Britton-St-94134/home/888021,MLSListings,ML81919668,N,Y,37.7121857,-122.4130348
MLS Listing,,Single Family Residential,36 Brunswick St,San Francisco,CA,94112,1495000,3,3.5,San Francisco,1870,1799,1916,5,799,,Active,,,https://www.redfin.com/CA/San-Francisco/36-Brunswick-St-94112/home/1647268,San Francisco MLS,423722046,N,Y,37.7119921,-122.4387668
MLS Listing,,Condo/Co-op,708 Long Bridge St #306,San Francisco,CA,94158,1739000,2,2.0,San Francisco,1425,84866,2016,5,1220,1410,Active,,,https://www.redfin.com/CA/San-Francisco/708-Long-Bridge-St-94158/unit-306/home/109315208,San Francisco MLS,422710633,N,Y,37.772094,-122.393719
MLS Listing,,Condo/Co-op,115 Carl St #6,San Francisco,CA,94117,665000,1,1.0,San Francisco,531,3611,1964,5,1252,376,Active,,,https://www.redfin.com/CA/San-Francisco/115-Carl-St-94117/unit-6/home/18245233,San Francisco MLS,423723189,N,Y,37.7655847,-122.4504283
MLS Listing,,Condo/Co-op,149 Albion St,San Francisco,CA,94110,2649000,3,2.5,San Francisco,1840,3263,2015,5,1440,869,Active,March-1-2023 04:00 PM,March-1-2023 06:00 PM,https://www.redfin.com/CA/San-Francisco/149-Albion-St-94110/home/110052256,San Francisco MLS,423715785,N,Y,37.7640979,-122.4225034
MLS Listing,,Single Family Residential,2 Mercedes Way,San Francisco,CA,94127,4375000,7,8.0,San Francisco,6459,9726,1931,5,677,3,Active,,,https://www.redfin.com/CA/San-Francisco/2-Mercedes-Way-94127/home/813259,San Francisco MLS,423722354,N,Y,37.726554,-122.4714251
MLS Listing,,Single Family Residential,257 Montana St,San Francisco,CA,94112,998888,3,1.0,SAN FRANCISCO,986,3938,1907,5,1013,,Active,,,https://www.redfin.com/CA/San-Francisco/257-Montana-St-94112/home/28939372,MLSListings,ML81918424,N,Y,37.7164324,-122.4611207
MLS Listing,,Condo/Co-op,250 King St #264,San Francisco,CA,94107,575000,1,1.0,San Francisco,595,213232,2004,5,966,826,Active,,,https://www.redfin.com/CA/San-Francisco/250-King-St-94107/unit-264/home/22889192,San Francisco MLS,423718563,N,Y,37.7781222,-122.3932903
MLS Listing,,Condo/Co-op,99 Rausch St #202,San Francisco,CA,94103,625000,1,1.0,San Francisco,,32800,2017,5,,665,Active,,,https://www.redfin.com/CA/San-Francisco/99-Rausch-St-94103/unit-202/home/145745782,San Francisco MLS,423722267,N,Y,37.7762348,-122.4090223
MLS Listing,,Multi-Family (5+ Unit),324 Hyde St,San Francisco,CA,94109,1698000,0,,San Francisco,5472,2186,1917,5,310,,Active,,,https://www.redfin.com/CA/San-Francisco/324-Hyde-St-94109/home/1226700,San Francisco MLS,423723228,N,Y,37.7839179,-122.4156888
MLS Listing,,Single Family Residential,11 Imperial Ave,San Francisco,CA,94123,2249000,3,1.5,San Francisco,,2056,1906,5,,,Active,,,https://www.redfin.com/CA/San-Francisco/11-Imperial-Ave-94123/home/563045,San Francisco MLS,423722793,N,Y,37.7997405,-122.4266719
MLS Listing,,Condo/Co-op,1172 Green St,San Francisco,CA,94109,979000,1,1.0,San Francisco,815,2875,,5,1201,480,Active,,,https://www.redfin.com/CA/San-Francisco/1172-Green-St-94109/home/21998322,San Francisco MLS,423721364,N,Y,37.7984752,-122.418623
MLS Listing,,Single Family Residential,1429 Sacramento St,San Francisco,CA,94109,3495000,5,3.5,San Francisco,3265,2915,1908,5,1070,,Active,,,https://www.redfin.com/CA/San-Francisco/1429-Sacramento-St-94109/home/1287267,San Francisco MLS,423723079,N,Y,37.791972,-122.4166096
MLS Listing,,Single Family Residential,294 Hale St,San Francisco,CA,94134,895000,2,1.0,San Francisco,1328,1875,1907,5,674,,Active,March-1-2023 05:00 PM,March-1-2023 06:30 PM,https://www.redfin.com/CA/San-Francisco/294-Hale-St-94134/home/1671538,San Francisco MLS,423722801,N,Y,37.7317033,-122.4105901
MLS Listing,,Townhouse,573 Donahue St,San Francisco,CA,94124,850000,2,2.0,San Francisco,1380,,2016,5,616,318,Active,,,https://www.redfin.com/CA/San-Francisco/573-Donahue-St-94124/home/109278429,San Francisco MLS,423720592,N,Y,37.7283708,-122.3703606
MLS Listing,,Condo/Co-op,170 Alpine Ter,San Francisco,CA,94117,1895000,3,1.0,SAN FRANCISCO,1483,,1905,6,1278,528,Active,,,https://www.redfin.com/CA/San-Francisco/170-Alpine-Ter-94117/home/666921,MLSListings,ML81919364,N,Y,37.7677565,-122.4374815
MLS Listing,,Condo/Co-op,2480 Fulton St #4,San Francisco,CA,94118,769000,1,1.0,San Francisco,738,3438,1925,6,1042,250,Active,March-2-2023 04:30 PM,March-2-2023 05:30 PM,https://www.redfin.com/CA/San-Francisco/2480-Fulton-St-94118/unit-4/home/2015130,San Francisco MLS,423723157,N,Y,37.7745292,-122.4578536
MLS Listing,,Condo/Co-op,338 Spear St Unit 39E,San Francisco,CA,94105,2625000,3,2.0,San Francisco,1582,76210,2009,6,1659,1253,Active,,,https://www.redfin.com/CA/San-Francisco/338-Spear-St-94105/unit-39E/home/21966658,San Francisco MLS,423718751,N,Y,37.7894137,-122.3906433
MLS Listing,,Single Family Residential,332 South Hill Blvd,San Francisco,CA,94112,1188000,3,2.0,San Francisco,1269,,1962,6,936,,Active,,,https://www.redfin.com/CA/San-Francisco/332-S-Hill-Blvd-94112/home/1966558,San Francisco MLS,423723142,N,Y,37.7084818,-122.4313739
MLS Listing,,Single Family Residential,566 Athens St,San Francisco,CA,94112,730000,2,1.0,SAN FRANCISCO,1104,2500,1916,6,661,,Active,,,https://www.redfin.com/CA/San-Francisco/566-Athens-St-94112/home/1663577,MLSListings,ML81919602,N,Y,37.7191682,-122.4306936
MLS Listing,,Single Family Residential,760 Dolores St,San Francisco,CA,94110,4200000,4,4.0,San Francisco,,2622,1900,6,,,Active,,,https://www.redfin.com/CA/San-Francisco/760-Dolores-St-94110/home/1387575,San Francisco MLS,423717541,N,Y,37.7571446,-122.4260531
MLS Listing,,Condo/Co-op,601 Van Ness Ave #141,San Francisco,CA,94102,549000,1,1.5,San Francisco,889,105806,1982,6,618,1055,Active,,,https://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-141/home/575444,San Francisco MLS,423723088,N,Y,37.7811165,-122.4213309
MLS Listing,,Condo/Co-op,15 Lucerne St Unit B,San Francisco,CA,94103,1295000,2,2.5,San Francisco,1875,12500,1997,6,691,876,Active,,,https://www.redfin.com/CA/San-Francisco/15-Lucerne-St-94103/unit-B/home/12396240,San Francisco MLS,423721413,N,Y,37.7737844,-122.401732
MLS Listing,,Condo/Co-op,201 Harrison St #201,San Francisco,CA,94105,439000,0,1.0,San Francisco,432,38449,1991,6,1016,612,Active,March-5-2023 02:00 PM,March-5-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/201-Harrison-St-94105/unit-201/home/1149017,San Francisco MLS,423723069,N,Y,37.7874798,-122.3905769
MLS Listing,,Single Family Residential,731 23rd Ave,San Francisco,CA,94121,2995000,4,4.5,San Francisco,2711,2996,1922,6,1105,,Active,,,https://www.redfin.com/CA/San-Francisco/731-23rd-Ave-94121/home/622327,San Francisco MLS,423722721,N,Y,37.7739185,-122.4824802
MLS Listing,,Single Family Residential,4185 Cesar Chavez St,San Francisco,CA,94131,1785000,2,1.5,San Francisco,1395,2056,1900,6,1280,,Active,,,https://www.redfin.com/CA/San-Francisco/4185-Cesar-Chavez-St-94131/home/1606951,San Francisco MLS,423719922,N,Y,37.7472508,-122.4332029
MLS Listing,,Condo/Co-op,150 Palm Ave #1,San Francisco,CA,94118,1395000,2,1.0,San Francisco,1362,4935,,6,1024,800,Active,,,https://www.redfin.com/CA/San-Francisco/150-Palm-Ave-94118/unit-1/home/2015794,San Francisco MLS,423722860,N,Y,37.7826961,-122.457494
MLS Listing,,Single Family Residential,462 Victoria St,San Francisco,CA,94132,1050000,3,1.0,San Francisco,1214,2500,1945,6,865,,Active,,,https://www.redfin.com/CA/San-Francisco/462-Victoria-St-94132/home/823568,San Francisco MLS,423721731,N,Y,37.7190665,-122.4651453
MLS Listing,,Single Family Residential,1671 34th Ave,San Francisco,CA,94122,4289000,5,3.0,San Francisco,2616,3000,1940,6,1640,,Active,,,https://www.redfin.com/CA/San-Francisco/1671-34th-Ave-94122/home/1899869,San Francisco MLS,423719149,N,Y,37.7559384,-122.4930036
MLS Listing,,Single Family Residential,125 Majestic Ave,San Francisco,CA,94112,700000,2,1.0,San Francisco,1000,2495,1926,6,700,,Active,,,https://www.redfin.com/CA/San-Francisco/125-Majestic-Ave-94112/home/824735,San Francisco MLS,423722744,N,Y,37.7163711,-122.4521533
MLS Listing,,Condo/Co-op,534 Dorado Ter,San Francisco,CA,94112,975000,2,2.5,San Francisco,1332,87122,1985,6,732,448,Active,,,https://www.redfin.com/CA/San-Francisco/534-Dorado-Ter-94112/home/183850365,BAREIS,423722832,N,Y,37.725627,-122.461631
MLS Listing,,Condo/Co-op,1722 Larkin St,San Francisco,CA,94109,1600000,3,2.0,San Francisco,1950,3499,1905,6,821,,Active,March-4-2023 02:00 PM,March-4-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/1722-Larkin-St-94109/home/163853239,San Francisco MLS,423722333,N,Y,37.7937955,-122.4194948
MLS Listing,,Condo/Co-op,1422 Cabrillo St,San Francisco,CA,94118,1795000,3,2.0,San Francisco,2257,2950,1921,6,795,,Active,,,https://www.redfin.com/CA/San-Francisco/1422-Cabrillo-St-94118/home/1881452,San Francisco MLS,423722352,N,Y,37.775179,-122.47403
MLS Listing,,Multi-Family (2-4 Unit),2576 - 2578 Folsom St,San Francisco,CA,94110,1795000,19,7.5,San Francisco,3725,3369,1890,7,482,,Active,,,https://www.redfin.com/CA/San-Francisco/2576-Folsom-St-94110/home/2004792,San Francisco MLS,423722858,N,Y,37.7560582,-122.4147695
MLS Listing,,Condo/Co-op,1587 15th St #403,San Francisco,CA,94103,509950,2,1.0,San Francisco,724,8670,2007,7,704,578,Active,,,https://www.redfin.com/CA/San-Francisco/1587-15th-St-94103/unit-403/home/21967234,San Francisco MLS,423722837,N,Y,37.7665804,-122.41957
MLS Listing,,Single Family Residential,3410 Jackson St,San Francisco,CA,94118,23500000,5,5.5,San Francisco,7140,4788,1923,7,3291,,Active,,,https://www.redfin.com/CA/San-Francisco/3410-Jackson-St-94118/home/584993,San Francisco MLS,423719913,N,Y,37.7906428,-122.4512211
MLS Listing,,Condo/Co-op,259 Clara St #202,San Francisco,CA,94107,1195000,2,2.0,San Francisco,1240,,2017,7,964,569,Active,,,https://www.redfin.com/CA/San-Francisco/259-Clara-St-94107/unit-202/home/173948898,San Francisco MLS,423721794,N,Y,37.7783397,-122.4034459
MLS Listing,,Single Family Residential,650 11th Ave,San Francisco,CA,94118,2350000,5,4.0,San Francisco,2613,3000,1922,7,899,,Active,March-5-2023 01:00 PM,March-5-2023 03:00 PM,https://www.redfin.com/CA/San-Francisco/650-11th-Ave-94118/home/1341882,San Francisco MLS,423718315,N,Y,37.7760458,-122.4690517
MLS Listing,,Single Family Residential,3949 21St St,San Francisco,CA,94114,1695000,1,2.0,San Francisco,695,1873,1918,7,2439,,Active,,,https://www.redfin.com/CA/San-Francisco/3949-21st-St-94114/home/1921893,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41019749,N,Y,37.75591,-122.4354276
MLS Listing,,Single Family Residential,586 Paris St,San Francisco,CA,94112,750000,3,3.0,SAN FRANCISCO,2150,2500,1913,7,349,,Active,,,https://www.redfin.com/CA/San-Francisco/586-Paris-St-94112/home/1614554,MLSListings,ML81919441,N,Y,37.7195678,-122.4367377
MLS Listing,,Condo/Co-op,1 Steuart St #409,San Francisco,CA,94105,1530000,1,1.0,San Francisco,880,,2021,7,1739,2584,Active,,,https://www.redfin.com/CA/San-Francisco/1-Steuart-St-94105/unit-409/home/174942423,MetroList,423722678,N,Y,37.794466,-122.3947897
MLS Listing,,Condo/Co-op,4 Newell St Unit A,San Francisco,CA,94133,1396000,1,1.5,San Francisco,1171,2326,1918,7,1192,,Active,,,https://www.redfin.com/CA/San-Francisco/4-Newell-St-94133/unit-A/home/184411684,San Francisco MLS,423722770,N,Y,37.8031286,-122.4135484
MLS Listing,,Condo/Co-op,4 Newell St,San Francisco,CA,94133,1815000,3,2.5,San Francisco,1523,2326,1918,7,1192,,Active,,,https://www.redfin.com/CA/San-Francisco/4-Newell-St-94133/home/184411600,San Francisco MLS,423722767,N,Y,37.8031286,-122.4135484
MLS Listing,,Single Family Residential,370 Wawona St,San Francisco,CA,94127,1849000,3,2.0,San Francisco,,4081,1924,7,,,Active,,,https://www.redfin.com/CA/San-Francisco/370-Wawona-St-94127/home/1377406,San Francisco MLS,423716690,N,Y,37.7380237,-122.4704525
MLS Listing,,Single Family Residential,1342 Fell St,San Francisco,CA,95132,4195000,4,4.0,San Francisco,3780,3436,2023,7,1110,,Active,,,https://www.redfin.com/CA/San-Francisco/1342-Fell-St-94117/home/1000384,San Francisco MLS,423721334,N,Y,37.77403,-122.4400806
MLS Listing,,Condo/Co-op,1320 Vallejo St,San Francisco,CA,94109,730000,2,1.0,San Francisco,835,2360,1908,8,874,286,Active,,,https://www.redfin.com/CA/San-Francisco/1320-Vallejo-St-94109/home/184404940,San Francisco MLS,423722720,N,Y,37.7974621,-122.4192231
MLS Listing,,Condo/Co-op,750 Great Hwy #1,San Francisco,CA,94121,1598000,3,2.0,San Francisco,1295,3564,1990,8,1234,545,Active,March-1-2023 04:15 PM,March-1-2023 06:15 PM,https://www.redfin.com/CA/San-Francisco/750-Great-Hwy-94121/unit-1/home/1839647,San Francisco MLS,422712804,N,Y,37.7741852,-122.5106875
MLS Listing,,Single Family Residential,110 Merced Ave,San Francisco,CA,94127,2295000,8,6.0,San Francisco,4978,6013,1923,8,461,,Active,,,https://www.redfin.com/CA/San-Francisco/110-Merced-Ave-94127/home/1395219,San Francisco MLS,423722348,N,Y,37.7448735,-122.4613861
MLS Listing,,Single Family Residential,197 Lower Ter,San Francisco,CA,94114,2395000,3,2.0,San Francisco,1575,2199,1924,8,1521,,Active,,,https://www.redfin.com/CA/San-Francisco/197-Lower-Ter-94114/home/1082146,BAREIS,423721194,N,Y,37.763163,-122.4436938
MLS Listing,,Condo/Co-op,425 1st St #4706,San Francisco,CA,94105,1998000,2,2.0,San Francisco,1238,56024,2008,9,1614,1349,Active,,,https://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-4706/home/17304838,San Francisco MLS,423722058,N,Y,37.7857365,-122.3921923
MLS Listing,,Vacant Land,1874 Quesada Ave,San Francisco,CA,94124,99900,,,San Francisco,,2495,,9,,,Active,,,https://www.redfin.com/CA/San-Francisco/1874-Quesada-Ave-94124/home/184391804,San Francisco MLS,423722585,N,Y,37.7354025,-122.3945509
MLS Listing,,Multi-Family (5+ Unit),548 - 556 Steiner St,San Francisco,CA,94117,2599000,0,,San Francisco,7740,2996,1907,9,336,,Active,,,https://www.redfin.com/CA/San-Francisco/548-Steiner-St-94117/home/1579569,San Francisco MLS,423722319,N,Y,37.7745039,-122.4323219
MLS Listing,,Single Family Residential,473 Andover St,San Francisco,CA,94110,3500000,4,2.0,San Francisco,1600,3497,1928,10,2188,,Active,,,https://www.redfin.com/CA/San-Francisco/473-Andover-St-94110/home/765241,MetroList,423722524,N,Y,37.7376142,-122.4163533
MLS Listing,,Condo/Co-op,246 2nd St #1304,San Francisco,CA,94105,790000,1,1.0,San Francisco,644,12933,2000,10,1227,866,Active,,,https://www.redfin.com/CA/San-Francisco/246-2nd-St-94105/unit-1304/home/1673818,San Francisco MLS,423722163,N,Y,37.7858817,-122.3974144
MLS Listing,,Condo/Co-op,643 Masonic Ave,San Francisco,CA,94117,1395000,2,1.5,San Francisco,1544,,1917,10,903,350,Active,,,https://www.redfin.com/CA/San-Francisco/643-Masonic-Ave-94117/home/596524,San Francisco MLS,423721252,N,Y,37.7753739,-122.4465485
MLS Listing,,Condo/Co-op,645 Masonic Ave,San Francisco,CA,94117,1345000,2,1.5,San Francisco,1447,,1917,10,930,350,Active,,,https://www.redfin.com/CA/San-Francisco/645-Masonic-Ave-94117/home/184378223,San Francisco MLS,423721261,N,Y,37.7751941,-122.4465973
MLS Listing,,Condo/Co-op,150 Lombard St #201,San Francisco,CA,94111,1168000,2,2.0,San Francisco,1172,,1975,10,997,1285,Active,,,https://www.redfin.com/CA/San-Francisco/150-Lombard-St-94111/unit-201/home/998267,San Francisco MLS,423721662,N,Y,37.8041508,-122.4038199
MLS Listing,,Condo/Co-op,5150 Diamond Heights Blvd Unit 201B,San Francisco,CA,94131,899950,2,1.0,SAN FRANCISCO,990,,1972,10,909,803,Active,March-4-2023 02:00 PM,March-4-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/5150-Diamond-Heights-Blvd-94131/unit-201B/home/838353,MLSListings,ML81919282,N,Y,37.7467383,-122.440544
MLS Listing,,Single Family Residential,139 Quintara St,San Francisco,CA,94116,1388000,3,1.5,San Francisco,1495,2495,1956,11,928,,Active,,,https://www.redfin.com/CA/San-Francisco/139-Quintara-St-94116/home/1548687,San Francisco MLS,423721909,N,Y,37.7489004,-122.467047
MLS Listing,,Single Family Residential,1298 48th Ave,San Francisco,CA,94122,1295000,4,2.0,San Francisco,2442,2688,1905,11,530,,Active,,,https://www.redfin.com/CA/San-Francisco/1298-48th-Ave-94122/home/1324608,San Francisco MLS,423722424,N,Y,37.7625549,-122.5079927
MLS Listing,,Other,15-17 Holloway Ave,San Francisco,CA,94112,1098000,4,2.0,SAN FRANCISCO,1920,3750,1908,11,572,,Active,March-4-2023 01:00 PM,March-4-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/15-17-Holloway-Ave-94112/home/2011985,MLSListings,ML81919264,N,Y,37.721633,-122.453439
MLS Listing,,Condo/Co-op,375 Fair Oaks St,San Francisco,CA,94110,1350000,3,1.0,San Francisco,,3123,1908,11,,,Active,,,https://www.redfin.com/CA/San-Francisco/375-Fair-Oaks-St-94110/home/800766,San Francisco MLS,423721643,N,Y,37.7507476,-122.4235514
MLS Listing,,Condo/Co-op,377 Fair Oaks St,San Francisco,CA,94110,1250000,2,1.0,San Francisco,,3123,1908,11,,,Active,,,https://www.redfin.com/CA/San-Francisco/377-Fair-Oaks-St-94110/home/184360879,San Francisco MLS,423721651,N,Y,37.7507017,-122.4237581
MLS Listing,,Condo/Co-op,301 Yale St,San Francisco,CA,94134,1399900,3,3.5,SAN FRANCISCO,1764,,2021,11,794,256,Active,,,https://www.redfin.com/CA/San-Francisco/301-Yale-St-94134/home/174543011,MLSListings,ML81919257,N,Y,37.7260394,-122.4170011
MLS Listing,,Condo/Co-op,1370 17th Ave,San Francisco,CA,94122,800000,1,1.0,San Francisco,,3440,1947,11,,125,Active,March-4-2023 02:30 PM,March-4-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/1370-17th-Ave-94122/home/182193962,San Francisco MLS,423722381,N,Y,37.7623628,-122.4747485
MLS Listing,,Single Family Residential,2174 43rd Ave,San Francisco,CA,94116,1195000,3,1.0,San Francisco,1194,2996,1944,11,1001,,Active,,,https://www.redfin.com/CA/San-Francisco/2174-43rd-Ave-94116/home/1960047,San Francisco MLS,423722359,N,Y,37.7461524,-122.5015171
MLS Listing,,Condo/Co-op,510 Oak St,San Francisco,CA,94102,1295000,2,1.5,San Francisco,1288,3300,1900,11,1005,51,Active,,,https://www.redfin.com/CA/San-Francisco/510-Oak-St-94102/home/110051955,San Francisco MLS,423717480,N,Y,37.774446,-122.428164
MLS Listing,,Multi-Family (2-4 Unit),2919 - 2921 Pine St,San Francisco,CA,94115,1195000,0,,San Francisco,2050,1633,1900,11,583,,Active,,,https://www.redfin.com/CA/San-Francisco/2919-Pine-St-94115/home/184353573,San Francisco MLS,423722340,N,Y,37.7864731,-122.4439126
MLS Listing,,Single Family Residential,653 28th St,San Francisco,CA,94131,4995000,5,5.0,San Francisco,4105,2905,2021,11,1217,,Active,,,https://www.redfin.com/CA/San-Francisco/653-28th-St-94131/home/182645721,San Francisco MLS,423721715,N,Y,37.7445416,-122.4368483
MLS Listing,,Condo/Co-op,1700 Gough St #304,San Francisco,CA,94109,635000,0,1.0,San Francisco,510,11172,1980,11,1245,478,Active,,,https://www.redfin.com/CA/San-Francisco/1700-Gough-St-94109/unit-304/home/184349165,San Francisco MLS,423720062,N,Y,37.7893037,-122.4252829
MLS Listing,,Multi-Family (2-4 Unit),3727-3729 Judah St,San Francisco,CA,94122,1750000,6,4.0,SAN FRANCISCO,2460,2495,1919,11,711,,Active,,,https://www.redfin.com/CA/San-Francisco/3727-Judah-St-94122/home/1524812,MLSListings,ML81919226,N,Y,37.7603433,-122.5021602
